index,0
",",2725
SRC,1
0,9
"""",1730
Холо,2
##кос,2
##ты,77
жоққа,3
шығаратын,4
кейбір,7
сарапшылар,2
газ,6
камера,2
##сының,19
күш,12
-,728
қуаты,3
##н,239
есеп,11
##тей,19
келіп,16
6,12
миллион,9
же,21
##бір,22
##ейді,2
от,7
##қа,75
жа,61
##ғу,8
үшін,59
он,14
бес,15
жыл,26
уақыт,6
қажетті,5
##гін,10
ар,26
##иф,1
##мет,4
##икалық,5
тұрғыда,2
##теп,7
шыққан,16
.,2098
Ал,30
неміс,3
##тердің,5
##ей,39
##лерді,2
бойы,10
жақ,11
##паған,2
##ы,175
белгілі,10
алғаш,8
шығарған,1
##дардың,10
бірі,29
–,70
соғыс,11
##та,38
лагерь,1
т,95
##ұ,108
##т,78
##қыны,6
болған,37
француз,4
Пол,2
##ь,18
Рас,2
##син,2
##ье,4
деген,42
адам,49
1,28
Бірнеше,5
сағат,2
суретті,1
1300,1
ұ,85
##натып,3
430,2
өз,29
пара,9
##қша,4
##сы,89
арқылы,17
бөлісті,1
Facebook,1
қолдану,5
##шылары,5
ә,52
##жей,2
##дің,48
басқа,30
саяхат,2
##тары,27
туралы,11
толы,3
##ғырақ,1
б,97
##іл,14
##гісі,3
келетін,4
##ін,78
жазып,6
жатыр,25
2,18
Сөйтіп,3
там,4
##ил,2
##дер,47
мекен,8
##дейтін,3
аймақта,4
—,164
Там,3
##или,1
##ад,1
штаты,6
телу,1
##гула,1
##рдың,9
Ан,7
##д,15
##х,10
##ра,14
Пра,2
##де,89
##ш,29
кан,3
##нара,1
##лардың,24
Кар,4
##ната,2
##ка,9
малая,1
##лил,2
##ердің,5
К,59
##ера,1
##ла,22
құрылды,7
3,15
Бүгінде,1
к,47
##өш,6
##ір,24
##ме,10
##ші,42
монтаж,1
##дау,9
##шы,52
болып,46
еңбек,13
етіп,16
жүр,20
4,14
Ван,2
##юш,1
##ин,9
##нiң,2
“,33
Т,54
##iр,7
##ек,12
н,17
##үк,9
##тес,8
##i,21
”,32
(,175
1952,1
),176
пов,4
##есте,5
##р,77
жарияланды,5
5,23
Халық,12
тығыздығы,7
38,5
43,8
/,25
км²,15
Михаил,1
Ер,13
##еме,3
##евич,10
Ки,6
##ль,15
##чи,2
##чак,1
##ов,28
1919,1
21,4
қараша,7
1990,1
23,5
тамыз,4
хак,1
##ас,9
драматург,2
##і,172
ақын,2
1944,3
жылдан,13
КО,3
##КП,1
мүшесі,3
7,21
2006,4
жылғы,19
мәліметтер,15
бойынша,63
тұрғындарының,14
саны,24
328,2
##1,4
адамды,18
құрайды,17
8,7
Ол,57
бұл,57
жағдайды,3
қате,5
##лік,17
деп,115
түсіндірді,1
9,17
Же,9
##лі,22
Қайрат,1
және,134
Ақтөбе,5
футбол,4
клуб,4
##тарының,7
жан,19
##кү,4
##й,65
##ерлер,1
##інің,24
жаппай,2
##ө,24
##бел,2
##есі,13
##нің,74
видео,3
пайда,15
болды,72
хабарлайды,14
Vesti,2
kz,12
10,12
Б,33
##мей,15
##мін,9
Тарих,1
пен,26
сұлу,3
##лықтың,3
да,167
бір,111
біріне,7
қандай,16
қатысы,1
бар,93
екенін,19
түсіне,5
алмай,19
отырмын,1
Жас,25
##ын,98
ау,43
##зына,5
апа,6
жатқан,35
ф,18
##уже,1
##рін,10
орта,6
жолда,5
қайта,27
##рып,15
стол,4
##ға,216
қойды,15
##іле,10
##сіз,32
бе,18
сіз,10
маған,6
##нап,3
келе,29
##сыз,41
деді,98
оған,18
с,92
##үй,20
##сіне,7
қарап,38
Маған,5
бойындағы,3
##лық,63
##тан,25
гөрі,3
сөзі,8
ұнайды,1
##м,76
Қай,6
##дан,51
білесіз,3
?,111
##лап,9
оқып,8
сіздің,5
екі,64
кітабы,3
##ңыз,12
айтты,8
кеуде,2
##сін,15
көтеріп,10
##рік,3
сау,16
##сақ,8
##мен,147
бок,3
##алды,5
си,6
##пала,3
##п,82
өзі,24
айтқан,7
сөзіне,4
ы,25
##ң,210
##ғай,13
##данып,2
отырған,36
қыз,23
қарады,10
Басқа,5
кітаптар,4
еді,58
##ңіз,18
!,80
Көп,4
емес,62
Сіздің,3
ойлау,1
жүйе,9
ерекше,10
екен,38
Кеше,3
неге,13
осылай,5
сөйлем,2
##еді,16
Өйткені,4
бірден,3
нам,2
##ысқа,3
тие,6
##өй,22
##леді,6
мен,138
түні,2
қор,27
##ланып,4
з,7
##ә,20
##леніп,2
шықты,19
Жыл,10
##ады,8
Сіз,11
##ді,100
мейл,1
##інше,3
жек,9
көріп,10
кетті,18
Бүгін,4
келді,22
Мен,15
сізді,3
қ,202
##ина,2
##ған,73
жоқпын,2
##и,26
##ыла,5
ө,66
##тін,17
##ген,38
ғой,41
Бір,17
себебін,4
айттым,1
деймін,1
себебі,2
Менің,10
##зым,4
##нан,31
келдім,1
сөздің,2
шығуы,4
күтіп,8
отыр,18
ба,26
шам,4
##пан,24
тағы,39
##рт,9
##тап,11
мұз,2
##дап,5
қалған,28
кофе,4
##ні,15
ер,19
##нін,5
##е,76
ти,16
##гізіп,2
Қазақ,15
қыздар,13
##ының,39
ойын,10
##а,67
ор,19
##ала,3
қоймай,2
##тын,26
жауап,14
Оның,29
үстіне,6
жасы,5
##ңызда,1
мені,5
мұнда,3
шақырды,2
Ұ,17
##мы,19
##тып,19
кеткен,18
жоқ,48
Жоқ,3
менің,4
ойы,12
##мда,3
көп,34
нәрсе,6
##лер,20
Енді,9
оның,52
бәрін,18
айт,13
##қым,1
кел,23
қалды,38
Сон,10
##ау,10
поезда,1
##ғы,99
оқиға,6
бастап,11
таңда,5
##май,14
тал,12
##ғам,6
##ай,27
мой,9
##ның,119
##ыз,9
і,9
##ле,5
салған,7
тарих,4
##шының,6
қа,107
##тына,4
ше,17
##йін,7
##пақ,13
едім,11
болуы,8
орын,12
Ах,9
##алт,11
##еке,11
тұқым,5
О,28
##қы,15
##өр,8
##ім,19
де,108
Ең,6
жылқы,3
Сол,30
##нына,1
көр,32
##сеңіз,2
күйде,7
болар,8
тұра,8
Өзі,5
##ыңыз,3
кір,15
##пі,6
##к,47
##ғым,10
сәтте,8
жүз,19
##іне,38
көз,20
тастап,4
Егер,9
ат,16
##бег,2
болсам,3
асыл,1
##ып,63
жана,10
кафе,2
##ге,107
шақырып,6
алып,41
##рыс,12
##ар,29
ме,21
Қыз,8
ақ,49
##мед,2
##тыра,2
тіс,3
##терін,6
көрсете,3
күл,18
##үл,11
кезде,27
м,51
##ұр,42
##нын,9
##ың,69
жоғарғы,4
жағына,7
ж,69
##ібек,2
##шық,10
##тарында,3
жұп,4
жұқа,1
##пар,5
болады,27
таң,12
Ә,32
##дем,5
##ілік,2
##ке,52
ғана,44
көңіл,14
түс,8
##се,26
үйі,8
##өг,9
##іп,38
адамға,3
барын,4
бере,7
салатын,2
табиғат,7
##тың,43
қазақ,21
жо,4
##мар,1
мінез,7
Ба,20
##ғи,19
##ланы,3
жара,11
##лыс,11
##ына,49
отырып,16
арасынан,1
ұқсас,4
##тық,27
тапқан,6
##уан,17
##ды,140
езу,3
тартты,2
Иә,8
ол,65
##гем,4
осында,4
Су,10
атайды,4
Куп,2
##рин,2
Ольга,2
әңгіме,6
өзінің,10
ойлап,3
##дарына,7
байланысты,20
ата,10
##ғал,9
аты,13
өзіме,5
##йы,12
##рмай,7
жы,9
##мид,2
дегенге,2
ре,21
##нж,3
##ең,9
##із,25
##дай,37
адамдарды,3
май,7
##лдан,3
##ден,49
##тар,28
Қазіргі,6
ғылым,7
##лды,11
дегенді,3
шығарып,2
пе,12
Бәрі,6
##йте,3
##уір,5
бірдеңе,2
##лған,16
##ымыз,5
анық,8
А,45
бал,7
құс,5
##лдық,6
Адам,7
Ха,6
боп,39
жұма,2
##қта,33
жүрді,1
сал,15
##са,22
сы,12
##зып,2
тек,14
Сонда,6
ек,6
##еум,1
қазір,8
қалай,13
отыра,7
едік,8
Ст,3
##ол,5
басында,6
##рын,6
екеуі,11
алдар,1
қатар,16
еле,8
##сте,5
##тіп,6
ра,3
##қат,5
##тана,2
күліп,7
алды,26
Оған,7
үй,23
##рен,7
әлі,11
##кі,19
жи,6
##я,41
##лдар,4
##дың,81
отырысы,4
##на,46
##ер,34
үйрену,1
Қалай,1
ой,32
##лай,7
өмірін,3
біздің,4
өмірі,5
##міз,17
төмен,9
санайды,1
дей,7
##л,44
жүргенде,3
кейде,7
олар,10
тә,8
##уба,1
келтіру,2
мүмкін,12
Біз,7
##ыт,5
##қып,3
қайтадан,1
бай,27
үн,20
##ті,75
то,28
##қ,108
көре,7
адамның,17
көзі,15
со,18
##қыр,12
##ұл,29
##ағы,8
терең,9
келеді,12
Оларға,3
өнер,18
ұлт,6
та,26
ертең,6
##гі,73
күн,11
дүние,7
##дегі,18
өзгерістер,3
қажет,13
оларға,7
қар,22
От,3
##ырған,1
орны,10
мін,3
көлігі,3
##ітті,5
басқан,5
кер,7
##егі,8
Өмір,3
сез,10
##бей,4
өтеді,6
ете,9
өздері,3
##бейді,3
соны,6
##ініп,2
жаны,4
аш,7
##иды,2
Және,8
##қыл,23
##етті,5
адамдары,2
кем,7
сияқты,16
Барлық,2
ауру,6
##да,121
##саң,4
шығады,4
Құран,1
##ран,8
берсе,2
##ранд,1
##ұра,20
берсен,1
оқи,3
беретін,5
бәрі,13
##ыс,21
жоғары,14
##лау,10
##өл,15
##ета,1
##йды,13
Абай,12
қосып,7
аяғы,12
астына,1
қою,2
тай,12
##байт,3
##ында,41
Адамдар,1
аралас,13
##қанды,2
##нат,7
##пай,7
##мын,18
Ой,7
сана,7
басты,11
кездесті,5
##рем,1
##қам,6
##ісі,12
##ғымы,1
шығар,22
те,9
сын,4
##бен,10
##ым,18
солай,3
болса,29
тіл,14
##еге,5
Ө,16
##кін,6
##іш,5
##сі,54
сол,48
##лес,14
##пеген,1
##ем,7
осындай,5
топқа,3
##има,6
##дым,2
қос,12
ма,43
міндетті,2
түрде,10
әдемі,2
болу,6
керек,30
##баны,1
жеткілікті,3
күйін,6
##дім,2
көрген,19
##нен,24
##ңызды,4
өзге,13
##лерден,1
биік,5
##теу,1
##сат,4
жақын,9
қалдым,2
бүгін,7
##па,13
осы,35
П,26
болмаса,3
бол,8
қол,18
сіл,5
арзан,2
топ,6
алыс,16
көрінді,4
##лы,45
##ырда,2
шаш,6
##ылып,5
іздеу,4
Сондай,9
сирек,3
қасиеті,2
бола,7
оны,28
##шілік,6
##тің,53
оңай,4
жолында,3
##ұн,5
##тыр,5
тік,6
іш,31
##за,12
қай,37
кейіннен,1
ашу,10
##тты,7
ашық,5
қоңыр,5
айтылған,3
мағынасы,4
әрі,10
##іші,5
мол,5
сөздері,4
##асы,14
зе,4
қоя,7
тың,6
##дады,2
тақырып,3
дәл,12
сөз,17
##рген,13
жерде,21
біреу,5
жанды,1
тас,16
##қын,8
##даған,11
жалпы,15
мағынасын,2
аң,14
##ғар,9
жекелеген,1
##дерін,9
тар,12
##ам,7
мәнін,1
##дей,14
алмады,5
Әй,5
##тсе,3
қарсы,18
алдында,16
##ңда,14
##йлы,1
аша,3
жігіт,39
теле,5
##гей,4
теңіз,10
білім,9
иесі,8
##бед,3
өткір,2
##ү,31
салқын,5
##ры,9
көруге,3
қабырға,2
қара,32
басын,8
##пайтын,1
не,47
кеше,11
пай,2
##ымда,1
##у,51
бұдан,1
әлде,10
##қашан,1
бұрын,11
мың,14
ойланып,2
тол,7
барып,20
жасаған,8
нақты,11
##пас,1
##інде,29
##рі,14
білген,4
түгел,5
##тара,3
##бесі,5
##уға,10
##б,14
##шақ,9
бірін,4
##стай,2
қала,19
##інді,6
Дәл,3
купе,2
кездесіп,1
ға,9
##йып,4
бейне,10
күні,7
дейін,36
##палы,3
##сқа,6
түсіп,8
келген,29
онымен,2
##с,60
сәт,7
##десу,3
##еп,6
дала,8
шы,20
##қса,3
##еу,6
ала,24
іздеп,2
ес,10
қасында,8
түсі,20
##нде,31
##ия,18
##лын,6
Қ,93
##абы,4
##ғын,16
жарып,2
шығуға,1
##пын,4
бала,18
секілді,7
түскен,11
жүре,10
##згі,3
екені,6
белгісіз,7
ішкі,13
##ұны,2
көл,5
бетіндегі,2
##лт,7
тып,1
тыныш,3
орнын,6
жайлы,9
жай,15
##ма,21
шу,4
##ақ,23
жылы,61
алмас,6
##тырып,4
##гінде,10
##лар,34
##мді,3
бой,9
##жет,8
##кен,18
қыздың,5
үс,15
##тем,5
саналы,4
тұр,35
##аған,8
көңілді,2
қасиетті,1
сезімі,2
Соңғы,1
о,6
##ян,7
сабыр,2
сезім,2
##быр,5
ш,16
##бат,5
##қан,28
алғашқы,8
аса,12
##асты,4
бірге,15
бірте,3
өзіне,15
тартып,8
жор,5
##тса,1
шар,5
##шам,1
бағдар,3
қалып,17
түсіріп,5
кен,15
##ет,17
қуаныш,3
толып,3
қуанышты,1
әсерінен,3
кез,7
##лаған,8
##стар,5
тұрып,9
жақсы,15
алдындағы,1
ішіп,7
##ғысы,8
ойд,5
қайдан,5
сап,3
нені,1
түр,8
##ткі,7
болғанын,9
##нбе,3
Ат,4
##тай,74
сағаттан,3
соң,59
Ас,9
жаңбыр,4
Кафе,1
##ңында,3
жас,17
##ыңдар,4
##лары,26
қимыл,9
тым,6
ты,9
С,43
##квер,1
ортасында,5
суы,4
тартылған,2
бас,28
##сей,4
##інг,1
сар,5
##ымы,5
##з,29
##нша,4
##өк,5
түп,9
##әм,5
##бі,12
сары,3
уа,2
##йым,3
салынып,2
##пты,4
##ызда,2
##уы,10
##пы,12
##рақ,3
##тарды,3
##лата,2
басып,6
##ңа,6
##зи,4
сумка,1
##сын,40
и,10
##ығына,3
ас,20
##ынды,7
күз,4
##дік,21
пальто,1
##лта,5
##сына,21
қолын,8
салды,6
жүріп,15
жатып,6
арасы,3
жақында,5
кет,7
##пе,12
##уі,13
қатты,6
қадағалау,3
##ылыш,2
##пен,33
ке,23
##скен,9
тең,9
бойына,4
табылған,3
жалғыз,8
өйткені,4
##тен,30
тіпті,7
бірдей,4
болуды,1
көретін,1
ді,7
платформа,2
жеті,11
сантиметр,4
одан,6
##сам,5
##ғынан,4
жетеді,3
Ж,56
##ігі,8
##тте,6
кіші,7
##сым,1
халықаралық,8
стандарт,2
##ан,44
##өм,12
##ен,38
##ығы,9
аяқ,11
киім,9
##рла,3
қалың,6
ту,15
##фли,1
Би,4
##ікті,5
##пайды,3
##ми,6
Екі,10
Бес,1
Ғ,11
##ажа,2
жатырмын,2
Не,11
ұсақ,3
ең,16
жеңіл,6
##майтын,3
##ал,11
##дар,45
басым,9
сабаққа,1
бара,11
##рот,2
##уар,4
##пады,1
ара,6
бірнеше,19
се,8
##қу,6
##нд,4
пауза,1
:,80
За,1
##уқ,2
мынадай,4
кездесу,8
кейін,24
лекция,1
бару,3
жөн,9
Демек,1
сізге,5
##зген,2
##ері,17
##ше,16
Ты,3
##ныш,2
##мды,5
аудитория,1
у,8
жем,4
ет,10
##кім,11
әрбір,7
жаңа,24
сайын,5
оң,17
##аша,4
##лана,1
болсаңыз,3
онда,4
университет,2
тастау,1
тура,10
келер,2
##о,14
##оры,2
##паңыз,1
алмаймын,2
##ық,28
Мені,2
##сп,9
##есе,2
басыңыз,1
Неге,6
##масын,8
Бірақ,16
өзім,2
##ожа,3
болатын,23
##тыңыз,1
Әрбір,1
##уа,13
##бына,3
##үд,10
##ік,18
қарай,24
болдым,2
Олар,16
көше,3
үйінің,1
##дарын,5
Бай,12
##йсыз,1
кетуге,1
сәл,7
такси,1
біз,5
айтып,16
үл,7
##герген,1
жаяу,3
ештеңе,1
##гер,11
##меді,8
Мұндай,4
сұрақ,6
қажеті,2
##бақ,14
Ли,7
##рика,3
##рдің,4
кей,7
##керлері,3
##не,43
тән,7
ли,2
##рді,7
Бұдан,4
былай,3
қалам,5
ем,8
11,6
Малайзия,1
әуе,12
компаниясының,1
баспасөз,4
хабарлама,7
##үйе,10
##нген,1
РИА,2
Новости,2
дің,2
хабар,11
##лауы,3
украина,1
ди,11
##чер,1
Мәскеу,1
уақыты,4
18,7
45,5
Ресей,14
арада,1
шекара,7
50,8
шақырым,2
##тқан,6
12,6
Са,25
##ғыш,8
са,15
##лу,6
##шылық,7
##иву,1
##честь,1
;,23
via,1
##bility,1
жүйенің,1
сыртқы,3
әсер,4
қарамастан,3
жұмыс,15
қабілетін,2
жой,2
##мау,2
есептеу,3
жүйесінің,2
тиімділігі,2
істеу,2
##тпай,3
##ттық,1
##пат,5
факторлар,3
алатын,11
ал,19
шат,6
іс,11
##теме,2
жағдайларда,2
негізгі,12
қасиеттерін,1
толық,7
я,1
жартылай,2
##қтай,7
немесе,26
бұрынғы,9
қалпына,3
##ре,8
қабілеті,1
&,6
lt,3
ref,1
gt,3
13,10
пайызы,4
шетелдік,5
инвестициялар,1
Облыс,2
три,1
##лли,1
##он,10
теңгеден,2
астам,5
сом,4
##аға,9
мыңнан,6
құру,3
35,3
ірі,12
инвестициялық,2
жоба,2
жүзеге,9
##ыры,13
##луда,1
ішінде,17
капитал,1
жүргізілуде,1
14,3
Бұл,49
нысан,8
Индекс,2
каталог,12
##ұсқа,5
басы,8
##лым,14
тізімін,7
енеді,12
15,5
Д,16
##ежа,3
##нның,6
##ыны,3
##асын,4
төр,6
ауыз,5
үйл,9
бөлме,4
16,7
В,10
17,6
Қазақстанда,4
30,6
түрін,3
##ің,56
24,8
түрі,9
##өп,2
Jun,1
##cus,1
##ысын,4
жал,16
Lus,1
##ula,1
жатады,7
Хасан,3
М,24
19,9
Қарағанды,8
қаласына,6
Астана,5
жарты,4
ұшып,3
Teng,7
##rine,7
##ws,7
тілшісі,9
2015,8
ақпан,5
Алматы,13
##сымен,4
республика,8
рейс,1
ашылады,1
жоспар,5
##ланды,11
20,12
Осындай,6
ұлы,9
мәдени,4
баста,5
##малар,4
жар,9
##шысы,9
Италия,14
елі,5
рет,33
като,1
##лик,1
##тік,16
реакция,3
басталды,3
гума,4
##нис,3
қозғалыс,4
өкілдері,7
ші,7
##рке,3
тарапынан,4
##рады,7
XVI,2
ғасыр,2
40,6
жылдары,9
ин,6
##кви,1
##зици,1
иелері,5
##уда,7
айып,6
##тау,14
мақсатында,5
IV,2
Павел,2
##масы,4
тыйым,1
салынған,9
тізімі,1
жасалды,3
ті,20
##зім,3
христиан,3
дін,5
##ғида,3
##ларына,2
қайшы,3
адамдардың,3
сезімін,1
ететін,3
енді,9
қатарына,4
Джо,2
##ван,2
##ни,1
Бо,11
##кка,1
##ч,5
##чо,2
##терінің,4
##малары,2
жат,11
##зы,14
##ңір,18
шаб,2
22,2
Ду,5
##бек,8
облысы,9
Атырау,8
Каспий,2
порт,2
оңтүстік,11
бөлігін,4
Орталық,4
##танған,1
##ұтас,3
партия,6
##мл,1
басқару,7
##ұрылым,4
##дары,22
дербес,3
ұлттық,9
даму,9
мүмкіндіктерін,3
қабыл,3
##дама,2
Нәтижесінде,2
Қазақстанның,4
халық,15
шаруа,9
##лығы,9
кешені,1
аз,10
жеткізе,4
барлық,14
мәселелер,5
орталық,7
тәуелді,2
берді,14
Жергілікті,1
кәсіпорындар,5
материалдық,3
ынталандыру,3
а,17
өнімдерін,2
баға,4
##латы,1
оларды,6
тыс,4
сату,3
қосымша,5
ақыл,5
төл,1
##енет,2
салық,2
саясаты,2
##ілді,6
##жым,2
##шар,13
кең,15
база,1
##ларын,10
нығайту,1
шаруашылық,9
есепті,1
енгізу,6
қадам,2
##тардың,15
нәтижесінде,7
60,3
жылдардың,2
екінші,10
жартысы,5
##нда,20
ның,4
өнім,2
28,5
%,15
өсті,4
Әсіресе,2
астық,3
өндіру,4
үлкен,20
табыс,3
##тарға,5
жеткізді,4
##жы,11
Қазақстан,35
мемлекет,3
қой,22
61,3
млн,3
құйып,1
жоғарыда,2
берілген,2
тапсырманы,2
алты,8
жылдық,1
жоспарын,1
##ырып,3
жіберді,6
Осы,25
республикада,1
шын,4
мәнінде,3
эко,1
өндіріс,3
экс,4
##сив,1
##діру,1
##мір,5
әдістерін,2
кеңінен,2
жолдары,3
##ырылды,4
Материал,2
##дық,21
бағытталған,6
шаралар,2
аяғына,4
##зі,12
##лм,5
1970,3
85,2
республиканың,1
индустрия,1
дәрежеде,1
түсті,16
өсуі,1
шик,2
##ат,17
отын,2
эне,1
##рге,5
##ларды,5
тарту,2
есебінен,1
80,3
##кә,3
##бін,7
сала,19
үлесі,1
есеппен,2
од,2
##ақты,4
көрсеткіш,1
есе,4
25,3
пол,8
##иц,1
##стер,6
за,1
См,2
##ир,2
##нов,3
тергеу,3
З,11
##енко,2
##в,19
приговор,1
бері,21
жақты,9
имам,1
##ұйрық,3
дейтін,1
дел,1
##дал,2
26,3
Тұрғын,5
елді,2
автомобиль,3
жолы,11
қатынас,2
27,3
тәжірибе,2
Еуропа,6
фи,2
##лол,1
##ог,5
өр,18
##ісін,3
кеңейту,2
білімі,2
дәстүр,2
##лерін,2
туды,4
##рды,9
Солтүстік,7
Америка,1
Канада,2
Алып,8
жер,20
аумағы,8
58,2
шамасында,10
29,3
Бал,4
t,2
826,2
##°С,5
##нау,3
1440,1
сүт,1
ай,26
##нал,8
тәсілі,4
бак,3
##терия,3
микро,3
##ор,10
##гани,2
##зм,17
алайда,3
минерал,2
дә,5
##рум,3
##ендер,3
сақталады,4
31,6
жағдайға,2
қатысты,16
заң,12
##зу,2
жалған,4
тарату,2
барлығы,6
беруі,4
тиіс,2
32,4
Ы,11
##қтың,2
«,69
Жан,5
##ғында,8
»,70
33,1
Л,10
34,6
Жаңа,5
##пап,1
##імен,6
1936,2
жасалған,9
нұсқа,2
36,3
көлемді,1
информация,1
##ны,21
ұзақ,6
сақтау,4
ондағы,1
Э,8
##ЕМ,1
нің,3
болмайды,8
37,2
кезеңде,4
2009,5
2011,1
жылдар,2
аралығындағы,2
жоспарланған,4
орай,3
тілінің,4
тарихи,4
сөзді,7
түзу,5
ғылыми,8
негіздері,1
зерттеу,10
сөздік,2
қорын,1
жин,9
мәселесі,2
міндет,5
##телген,2
Мун,5
##ици,7
##палитет,10
басшысы,12
Г,40
##ео,5
##рг,3
Лу,2
##виг,1
39,3
АҚШ,6
##ур,8
##нос,1
Иван,1
##әле,5
##нді,20
таба,9
алма,6
тәрізді,3
41,1
##ғ,25
##сында,24
ми,9
ішек,3
##те,30
орналасқан,44
ав,2
##стра,2
##лия,1
ғалымдар,5
қызмет,11
атқаратын,1
анықтады,2
хабарлады,3
агенттігі,9
Science,1
Alert,1
сілтеме,3
жасап,10
42,2
Қала,15
тұрақты,10
1314,1
2005,6
Ру,4
##дол,2
##ьф,1
44,4
Ние,1
өзін,3
білу,3
##иқат,1
Бас,15
##ыб,4
сауда,10
қазақтың,1
баласы,5
##әк,6
атын,4
бо,5
баласының,2
үйінде,4
жүрген,12
ақы,6
бер,10
##меген,8
арыз,2
береді,10
##іт,8
баласын,2
ша,22
##шыға,3
46,3
маска,1
47,1
Шар,5
##айн,2
шо,31
##йын,14
есік,5
poem,1
жолдарын,2
қойып,5
жол,14
сәйкес,7
шығатын,4
байқау,2
48,2
##шалар,2
49,3
София,1
қарасты,16
Само,1
##ков,1
қауым,3
құрамына,12
кіреді,3
Олардың,8
56,4
##ман,7
ауданы,13
51,1
Осылайша,6
Ч,3
##ж,16
##э,2
Ён,1
жылға,8
шартты,2
бос,8
##танды,5
айы,8
##рылды,1
52,5
##ри,5
##гт,1
##палар,7
кон,3
##фе,4
##дера,1
##ция,11
##сынан,7
53,2
трае,1
##ктор,2
төс,6
мо,6
##рти,2
##рлік,6
бөлінеді,5
54,2
Парламент,3
палата,2
спикер,1
Премьер,1
Министр,1
кеңес,4
##тім,5
55,3
359,2
449,2
2010,2
Ll,1
##agi,1
##r,1
am,1
сайтын,1
Ар,6
Сар,3
##гс,2
Те,26
##три,1
компьютерлік,1
ойыны,6
жасауға,5
қатысқан,5
57,3
жаққа,15
Кен,10
##еса,1
##рының,1
соңына,6
көшіп,4
Ақмола,1
##қара,3
округ,9
әл,4
##шын,7
##лбай,2
Қара,80
##сек,4
Ай,9
##бе,9
Тем,4
##еш,3
##ыста,12
##ұм,22
Ақ,13
##егінде,5
мына,17
жайы,9
өзенінің,12
То,14
##рға,8
##яты,1
сағ,10
##нала,6
##сты,9
59,1
##рри,1
Ве,11
##дра,1
му,7
##ници,6
құрамдас,4
