index,0
бөлігі,11
табылады,12
Мұнда,6
ит,7
##аль,10
##янд,1
жəне,1
орыс,21
##пер,2
##ту,8
##арын,4
##маларын,2
орында,5
##ыл,18
көмек,7
##тері,12
62,2
қазан,11
Марат,1
##бие,2
ҚР,10
Ұлттық,7
кәсіпкерлер,2
палатасы,2
мемлекеттік,10
сатып,2
алу,8
жергілікті,11
қамту,1
департаменті,6
директоры,10
орынбасары,4
директор,34
міндетін,4
атқарушы,5
тағайындалды,1
делінген,7
ақпарат,2
63,3
Автор,1
На,12
##зер,1
##жан,4
##хат,1
##ой,10
##шие,1
64,1
элементтер,2
Менде,1
##лее,1
кесте,2
##сінде,3
анықталады,3
65,4
##үрлі,1
жағдайлар,5
бірақ,7
мұндай,9
деңгейде,1
66,1
Так,1
вот,1
Со,18
##фр,4
тая,4
67,1
Португалия,3
аймақ,3
регионы,3
Дан,2
Ла,3
##фо,6
##йн,1
экономика,3
статистикалық,1
суб,1
##рег,3
##ион,1
2001,3
026,1
68,1
Құрметті,2
құрылыс,3
69,1
Пошта,3
индексі,11
ОК,1
##АТ,1
##О,1
коды,11
70,3
Куба,3
##ылы,9
71,1
##эт,1
Ф,17
##рэ,1
##тти,3
таны,9
72,1
ел,12
бейбіт,1
өмір,11
##үр,17
бәріне,4
73,3
Аудан,6
орталығы,6
##тра,3
##хан,7
ауылы,6
батыс,8
км,12
Ш,59
##көл,5
74,3
##қты,14
айтқанда,7
жылдың,15
##сындағы,4
Жер,9
кодекс,1
толықтырулар,1
заңы,3
норма,1
асыру,3
75,2
мысалы,5
үш,29
труба,1
76,3
##пр,3
Ви,5
##сла,1
Од,7
өзен,26
өтті,5
77,1
Алматыда,5
Ра,10
##ңғы,6
Өте,3
батыр,6
көшесі,6
жылу,3
маг,1
##истра,1
жары,4
ауқымды,3
себепті,2
таңғы,3
уақытта,7
жөндеу,3
жұмыстары,6
78,2
Кери,1
##мба,2
##ев,12
шығындар,2
командир,1
##лердің,5
бірінші,8
79,2
##бере,2
##кем,3
терезе,8
алдына,6
##ус,6
беріп,7
дереу,2
сыртқа,2
шығып,12
##әге,3
##рлер,13
айтуынша,7
Никол,1
##ьский,1
базары,1
аумағында,3
81,1
Р,14
##ес,10
иде,2
##нти,3
##фикация,2
420,2
пошта,8
342,2
##2,4
82,1
доллар,7
##басы,3
$,5
белгі,7
##ленеді,3
атау,7
валюта,5
##лардан,2
ажы,5
##рату,3
CA,1
Can,1
C,1
##балар,1
83,3
92,4
84,1
Мар,3
қосалқы,1
##ют,5
іске,8
Сауд,2
өзара,5
бүт,1
ретінде,8
ие,21
86,2
Паул,1
##ло,4
##дағы,37
ком,16
##муна,13
##ом,5
##бар,9
##дия,4
әкімшілік,10
аймағына,10
Милан,2
провинция,8
87,2
еліміздің,3
##лерінің,3
оқу,11
орындарының,1
студенттері,3
##алу,2
Президенті,4
88,1
Видео,3
жолдың,3
бойында,3
айға,7
##йл,3
##айды,8
п,14
##ыша,3
##скі,8
##леп,7
##лейді,3
89,1
тыш,1
курс,2
##орын,1
диск,3
суреті,2
жеткізіп,3
болғаны,4
сақталған,5
мәтін,2
##іг,5
жазылып,1
қауіпсіз,1
90,4
Сөз,6
ақылды,1
сұр,12
##мест,2
##ел,10
91,1
Көз,2
ауырсыну,1
тудырады,1
облысында,6
жастағы,4
оқушы,1
электр,6
техника,3
ашты,5
93,1
Кейбір,5
солтүстік,6
топтар,4
ка,1
##вка,1
##зды,5
нә,6
##сіл,7
##дерге,3
94,1
##ыр,25
##тыс,3
жылдамдығы,1
аймақтарда,2
жылына,1
см,5
екендігі,1
анықталды,2
95,2
##юс,1
Швейцария,2
##ю,6
##цер,1
кант,3
##оны,3
96,4
Сонымен,8
аға,7
ақылы,1
97,1
Оларды,1
фото,1
##зде,4
##уш,2
##авт,2
##от,1
##ро,5
##фт,4
Жоғары,2
сат,3
өсімдіктер,2
##дыр,12
денесі,4
хлор,2
##офи,3
##лл,2
болғандықтан,3
қарапайым,3
көмір,2
##ыш,5
күрделі,2
органикалық,1
заттар,1
процесінде,1
##уле,14
##сінің,6
пайдаланады,1
Авто,9
##тро,2
##зала,2
витамин,1
өсуіне,1
заттарды,2
қоршаған,3
ортада,3
отырады,4
98,1
Кейде,4
соз,1
науқас,1
##дек,4
қалуы,2
99,2
Өзен,16
ұзындығы,4
100,5
##нта,3
101,1
Х,7
##ими,3
##ялық,5
жүретін,1
##яш,1
қаупі,4
аза,1
##йт,4
##атын,4
капсула,1
##ылады,3
102,3
Атап,1
ұйымның,1
тиісті,6
ен,4
##ттары,2
талаптары,2
##лмай,5
отандық,1
авиация,3
саласында,1
бақылау,6
шаралары,2
көлік,5
коммуникация,2
министрлігі,5
азаматтық,3
комитетінің,4
Халықаралық,2
ұйымының,1
талаптарына,1
сай,11
103,1
территория,9
басқалар,2
өзгеше,1
Чи,2
##рч,1
парк,2
Cir,1
##ceo,1
##лора,1
фа,6
##унан,8
қорғау,6
табиғи,4
ландшафт,1
##ғала,18
##уын,7
104,1
##қар,8
##ыра,10
поэзия,3
ерекшеліктерін,3
##ғыс,15
күй,8
қуатты,2
##паз,2
##дықпен,1
##жай,1
105,3
IC,2
500,3
##5,3
Е,34
##шкі,1
##дыз,7
SB,4
##c,1
типті,7
гала,9
##ктика,9
106,1
Аталған,1
қылмыстық,5
жауапкершілік,1
тартылып,1
кәсіпкер,1
облыстық,6
##ұрылыс,1
басқармасының,1
##тылған,2
107,1
И,8
##бай,21
##өшке,4
Аман,1
108,1
Үлкен,4
бр,3
##ох,1
кі,15
##леге,1
##бы,6
қабат,4
дамып,3
##шек,3
##қи,6
##налар,1
пласт,3
##инка,1
##ларға,10
айналады,2
109,1
##кесі,5
бек,4
ла,4
##лас,6
##сү,3
##ектер,3
110,1
әдістері,2
үлгі,5
айта,8
өте,17
ток,1
қосу,2
111,1
##ене,2
##ссан,2
мәдениеті,4
негізінде,6
заманда,1
еуропалық,1
қазіргі,12
##ие,3
##тке,2
шешу,1
жасады,6
112,1
кітап,9
психологиялық,3
тракта,1
##тті,4
113,1
Бел,3
##ьтра,1
1868,2
114,1
Turn,1
all,1
the,1
lights,1
up,1
xxx,1
115,1
##хите,1
көпшілігі,1
топырақ,5
сен,8
Былтыр,5
бюджеттен,1
қаражат,2
бөлініп,2
Най,1
##баев,10
##аба,1
##лері,13
өткен,10
200,5
теңге,7
дейді,9
Жол,7
##шылар,8
автокөлік,2
бөлімі,2
жетекшісі,2
Нұрлан,1
Се,8
##зино,1
116,1
Мед,2
##деме,4
орынды,3
117,1
##алым,4
әлем,4
әдебиеті,2
қалыптасқан,3
өлең,8
жүйелер,3
метри,1
сил,2
##лаб,2
тони,2
жүйесі,8
екендігін,2
сондай,12
ыр,5
##ғақ,3
##пін,2
##лығын,5
##ынан,12
пайдалана,3
біліп,4
##нек,2
дамы,5
##ыту,3
зор,10
үлес,6
қосқан,4
дәлел,6
##деді,1
118,1
Поле,1
##рио,2
Му,2
##цио,1
га,5
##бит,2
дебют,1
патша,5
келесі,7
##істер,1
басталады,3
119,1
кн,1
##язі,1
120,1
идеялар,2
ғасырлар,5
демократиялық,1
бастау,4
121,1
122,1
##ос,4
жедел,3
алдын,3
шара,5
барысында,3
ю,1
##вена,1
полиция,2
инспектор,1
##лалар,1
сая,4
##тарда,6
жерлерде,1
жастар,3
##алат,1
сауық,1
орындарында,2
рейд,1
жұмыстарын,2
жүргізу,1
123,2
124,3
шараларды,2
той,4
##мыз,11
125,1
су,36
ресурстар,8
##еде,11
##рал,11
дайын,14
РФ,8
##шылығы,10
аудан,25
##даст,11
##ыру,8
жөніндегі,10
ге,17
##оа,9
##парат,8
126,1
Ил,1
##анг,2
ила,1
##нг,3
##хи,5
##дея,3
майы,2
аталатын,5
ан,2
жататын,5
##роп,2
өсімдік,1
гүлдер,1
127,2
Президент,2
инвестиция,2
министрі,1
##ңіс,4
Қасым,2
##ұтты,3
128,1
қанша,5
қызық,2
ман,3
##сап,2
қолы,3
келем,1
класс,2
старост,1
129,1
##ұлы,22
##бет,9
кезінде,14
авто,3
##номия,3
мәртебесін,1
130,1
Іс,2
қорытындысы,1
аэ,1
##ғары,1
##ерде,5
ақпараттық,4
холдинг,1
Ата,1
##мек,3
ІТ,1
компаниялар,1
##социация,1
арасында,10
##морандум,1
қойылды,2
131,1
қан,4
132,2
Алайда,5
##мя,2
бұған,5
##нды,6
қарсылық,6
көрсетті,5
337,3
##ап,12
297,2
Па,11
##рсы,2
##рс,6
Рим,2
император,1
Ди,5
##ок,2
##лети,1
арасындағы,5
доста,1
##стық,2
жиырма,2
созылған,1
363,2
жж,2
бастады,14
133,1
661,4
қаңтар,4
Әл,9
ибн,2
Әбу,1
Та,15
##либ,1
##фа,5
қаласында,3
намаз,1
##ду,2
##рах,2
##джи,3
ул,1
##анған,1
басына,2
жарақат,2
салады,2
134,1
категория,3
135,3
##лков,1
##ци,4
Болгария,2
ауыл,8
136,1
##тал,7
орман,3
ағаш,9
137,1
222,3
##54,1
138,1
Негізгі,3
бағыты,2
қоғамдық,4
саяси,8
салада,1
акту,1
139,1
Гал,1
##ои,2
кездеседі,3
140,2
Ү,8
түн,5
майда,1
жете,8
әкелді,1
жұмсақ,1
мамы,1
төсек,2
##тайт,1
141,1
Бид,2
##оз,6
дән,1
##лесіп,6
көк,10
е,11
##лген,9
бастайды,4
142,1
##юр,3
##но,2
ле,1
Франция,7
143,1
Дегенмен,2
сот,10
жабық,1
өту,2
журналист,2
##ерге,2
мәлім,4
##дел,5
144,1
жанында,5
физика,2
медициналық,2
химия,6
математика,8
старт,1
##еги,1
зерттеулер,6
психология,3
музыка,1
##тану,3
##хе,3
##ология,5
еврей,2
құқығы,2
Гала,1
нан,4
##оте,1
##нол,1
##огия,3
институт,2
атқару,2
145,1
298,2
дау,6
146,1
Аяз,1
жауын,5
шашын,5
ауа,4
райы,3
##тайтын,1
анти,5
##клон,1
##реп,3
шығыс,10
##гіне,3
147,3
олардың,10
жеріне,5
келгенде,11
##алған,4
148,2
демек,1
мынау,3
##уыз,2
адал,2
бетіне,2
##лама,7
149,1
640,2
желтоқсан,7
150,2
Электрон,1
##же,10
##улік,1
рентген,1
аталады,1
151,1
1980,2
1983,2
Ко,12
##мпа,1
##ясы,3
##об,3
аудандық,6
үг,4
нас,4
##их,6
бөлімінің,4
##ушы,9
1991,3
идеология,1
меңгерушісі,4
152,1
дем,3
қашан,2
тау,7
153,1
1834,2
қыркүйекте,2
Джон,3
##шел,9
аст,9
##рон,7
##омы,3
ашқан,7
NGC,11
711,2
##9,2
154,1
##ғанда,5
түрінде,1
155,2
2050,1
бағдарламасы,1
2014,1
Шығыс,2
Қазақстандағы,1
кәсіби,2
техникалық,5
беру,5
ұйымдар,4
грант,2
орындары,4
бөлінген,1
156,1
Он,4
жасқа,3
анасы,5
Лос,3
##дже,2
157,1
Еске,10
кетейік,10
ресейлік,3
Сирия,1
ДА,1
##И,1
##Ш,2
соққы,5
158,2
491,2
##4,3
Cane,1
##s,1
Ven,1
##atic,1
E,3
эл,1
##лип,1
##стік,14
159,1
##ый,2
сотқа,3
шағым,2
##іні,10
баспа,4
босату,1
талап,6
еткен,7
160,1
Май,1
##лин,2
I,1
161,1
Нұр,10
Сұлтан,7
қаласының,3
туған,6
күнін,1
мереке,2
##леу,8
аясында,3
жуық,4
ұйым,3
##лады,8
162,1
374,2
163,1
Ел,12
##орда,1
қызметтік,1
есірткі,1
##герлер,3
##рған,11
герои,1
тауып,5
164,1
неғұрлым,2
##тама,1
берген,9
Мак,2
##дис,1
Мир,1
##ки,2
орташа,4
##мақ,12
бекем,1
##делген,2
##малы,2
165,1
##еру,1
##ндағы,6
i,1
санал,1
##сi,2
##ресе,2
XIV,1
Но,8
##уе,3
сарай,7
##iнде,1
##iне,2
танымал,3
жазады,1
##дi,2
зерттеуге,2
##iң,1
бел,7
##гi,5
##лi,2
ғалым,6
Серік,2
##ғали,3
166,1
Үкімет,3
саласын,1
дамытудың,1
2030,2
дейінгі,6
бағдарламасының,1
шараларын,2
тапсырды,3
167,1
Гай,1
Ю,4
168,1
##үс,14
##ындағы,6
169,1
Қазақстандық,4
Qaz,1
##Co,1
##vid,1
in,1
вакцина,2
биыл,3
сәуір,6
айының,2
соңында,4
алады,8
170,1
р,7
##су,4
й,1
ны,7
##ғыз,8
л,1
##тас,19
##гіп,1
гі,1
сік,1
171,1
Фильм,1
##кері,6
Сан,4
##ть,1
##яг,2
тұрады,4
істейді,2
172,1
##ах,6
##пада,2
метр,7
##стырылған,1
##гемен,2
деци,1
##метр,3
##сік,2
##термен,3
173,1
##сан,2
##ё,1
Ресейде,8
174,1
әлемдік,1
деңгейдегі,2
сер,8
орындарын,3
арнайы,4
175,1
аренда,1
мерзімі,2
##іткен,7
қарама,4
##ғына,12
түседі,5
176,1
##тер,27
##венция,1
үкіметі,6
КСРО,6
қару,7
орналастыру,2
жен,1
келісім,1
177,1
2007,2
750,4
178,1
BA,5
##Q,6
KZ,6
179,1
##ста,10
операция,3
шұғыл,4
жүргізіліп,1
##шу,3
##ице,4
##йлер,4
кенеттен,1
180,1
##БТ,1
тапсыру,2
Ерлан,1
##диев,2
181,1
Ален,2
##жу,3
309,2
##3,3
182,1
Ц,1
##зин,3
кампания,1
аяқталған,1
1235,1
шеш,16
183,1
##мм,11
INSEE,7
562,3
##18,1
##20,1
184,2
құпия,1
дауыс,5
##ланатын,1
185,1
##утки,1
186,1
##жо,1
ғасырдың,8
көркем,4
король,1
##ысты,6
##тардан,2
##калық,2
әке,10
##лін,5
Сара,2
мәдениет,5
##ьер,1
##изм,6
дамуына,1
ықпал,6
етті,8
##арында,1
майлы,2
бояу,4
##лармен,2
портрет,2
жазу,4
өнері,9
идеал,1
көрініс,4
тапты,4
Аб,4
##сол,4
##юы,2
ғасырда,3
мон,5
##арх,1
жеке,12
бил,1
##ігін,9
мада,2
##қтау,4
міндеті,1
Бей,2
1648,1
архитектура,1
1671,2
Король,3
академия,6
##ласс,2
элементтері,1
Париж,3
бірыңғай,1
стиль,3
қатаң,3
##ңдар,2
##кей,2
[,4
До,4
##фин,2
1607,1
Во,16
##гез,3
1685,1
##дом,1
],4
##мп,3
##ози,1
жағынан,5
##ая,1
1629,2
Ле,6
##мер,2
##сь,5
ғимарат,5
Ард,2
##эн,3
Ман,7
##сор,1
##рб,1
##онна,3
арка,3
салынды,3
сыртында,1
замок,1
сырт,5
бейнесі,2
өзгеріп,1
##ндер,3
айналды,6
ішіндегі,6
әйгілі,2
##рса,3
Лев,3
##сар,4
жобалау,2
##нот,1
ортасына,1
жетекші,6
бен,5
без,7
##ендіру,1
##асан,1
жұмыстарына,2
басшылық,3
##ыбы,3
##бр,1
кезіндегі,2
Ва,6
##тт,2
нәзік,2
психолог,2
көрінісі,2
рок,1
##око,5
стилі,1
қабылдаған,2
Буш,1
##гері,5
##ализм,1
##тур,1
##удо,1
187,1
қазақтар,9
##ъезде,1
Орал,5
облысының,9
##ез,8
##інен,12
Тек,6
қаланың,4
цирк,4
##ъезд,8
ашылды,1
##рма,5
үстел,4
құрып,2
##рес,2
І,10
##штер,6
оқыған,7
әйелдер,3
тұрса,2
##ъ,3
губ,1
##ерни,1
##мағы,5
жиналған,6
мең,3
Қазақстанға,2
##але,6
##см,4
##ша,23
##ұрылып,3
жіберген,2
осының,2
дегенде,2
кісі,18
##ңіл,4
##ұрт,3
##зілі,5
бөлек,5
болғанда,5
астында,6
##лем,4
##генде,5
ұзын,8
##әй,5
мана,2
##ура,5
##пта,6
##сті,13
шек,7
күміс,2
кеме,3
##беу,1
##шат,1
тор,4
##екке,1
көзін,8
асты,6
қояды,5
басқармасы,3
қараған,3
итте,1
##рінде,2
әлгі,7
жердегі,3
188,1
Павлов,2
189,1
190,1
себептер,2
##лып,13
191,1
Өз,10
##әс,7
ашып,6
әлеуметтік,4
тартқан,3
##бала,2
аналар,2
192,2
У,8
##қтары,1
193,1
мыс,2
импорт,1
Германия,4
194,1
##евски,1
##йді,3
1771,1
1829,1
##ске,22
##ынын,1
195,1
##бис,1
Бах,1
##аи,2
Индонезия,1
Мал,10
##ьта,1
Ми,3
қолданған,3
196,1
Кейін,7
біртіндеп,2
эт,1
##носта,1
фар,2
##ліктер,3
ис,2
##қтар,4
##тла,1
##ндық,2
##ланд,3
##рк,2
##ней,2
##еб,2
##рид,2
арал,3
ғ,8
лар,3
дат,3
тілі,5
іскерлік,1
құжаттар,1
но,4
##рв,2
##ег,3
тілін,2
шығарды,1
өнеркәсіп,2
дамуы,1
тәуелсіздік,1
күрес,6
дың,1
ұшыраған,2
ри,2
##кс,1
##мол,1
әдеби,1
орнына,6
әр,12
түрлі,10
##кті,11
##ест,4
елдің,7
енгізілді,1
197,1
##кек,1
гори,1
##лла,1
хай,1
##аттар,1
##ғының,5
##йне,2
##шау,4
сек,2
##іріп,2
сынды,4
жазда,7
##ленген,5
Youtube,1
желісі,4
жүк,2
##тел,5
198,1
Сен,7
##дердің,11
##алар,4
больше,1
##вик,2
па,4
199,1
2008,1
2000,2
тіркелген,1
##ріс,5
қысқа,12
тығыз,1
201,1
сөзінде,1
тұратын,5
қиындық,2
202,1
Бұрын,2
##еуі,9
оз,1
##таған,6
өг,1
жеп,5
203,1
шамамен,5
жасында,4
##расы,1
204,1
Дам,1
##удың,1
артта,1
қалу,4
үнемі,2
сүйек,2
фосфор,2
кальций,2
алмасу,4
##ресте,2
ом,4
##тқа,3
сегіз,4
##кө,1
тегіс,1
##теледі,1
205,1
қосуға,1
тәтті,3
пу,2
##динг,1
##аты,2
206,2
##ардың,9
үстінде,5
##ти,4
##інген,2
шал,16
жазғы,1
жон,2
207,2
Көптеген,1
төрт,10
кезең,4
толығымен,1
дерлік,1
кар,1
##бон,1
##атты,3
##былған,1
208,2
схема,1
##гра,2
##рілген,4
209,2
Республикасы,5
сі,2
##әулет,5
210,1
##гад,1
істеп,4
211,1
##фен,3
пи,3
##бери,1
сорт,2
есебі,1
212,1
893,2
##59,1
891,2
##90,2
213,1
факультет,1
студент,2
фамилия,2
студенттер,1
соншалықты,2
қағаз,2
деб,2
жылап,2
тұрған,26
қызды,2
##яла,2
Үш,2
Құдай,1
214,1
Туған,1
жүрек,2
215,1
жылдарында,3
фер,2
##роқ,1
зауыт,6
металл,8
##ургия,6
##име,2
комбинат,2
шах,1
##талар,2
мұнай,4
##iп,1
##шi,1
##лiк,1
##ьев,2
##ру,16
фабрика,1
станция,3
тамақ,7
жүздеген,1
темір,6
жел,11
iс,1
қосылды,4
##тi,3
##iм,2
##iнiң,1
маңызы,4
артты,2
##iн,1
##ст,3
216,1
тобы,6
режиссер,1
##ати,1
##ха,4
Ак,5
##стам,1
##ірді,4
дерек,2
фильм,2
әлемге,2
бастаған,9
217,1
##кул,2
Баш,3
##стан,12
##урга,1
ауданындағы,3
##яче,1
ауылдық,3
кеңесі,1
тұрғыны,3
құрады,4
218,1
Ана,12
гүл,4
жағында,7
анал,1
##ықты,3
##шап,2
пар,3
##ока,2
##кке,3
жеміс,3
##жа,9
түз,5
##ілген,6
219,1
таныстыру,3
##анды,5
барша,1
адамзат,2
түсінуге,1
элем,1
##еттер,3
енгізіледі,1
220,1
Қызылорда,4
обл,1
ын,6
мұғалім,1
1942,2
институты,5
оқыту,7
1949,1
Ташкент,2
ұстаз,2
етеді,4
221,3
компанияның,1
соңғы,5
##еф,3
ақша,4
алушы,1
анықтау,3
болмай,3
##ару,1
ары,7
сул,3
223,1
мәлімет,7
Кама,4
алабы,13
##шаруашылық,3
Че,2
##ца,1
224,1
Имам,1
отбасы,3
1987,2
1994,3
##лек,4
Ка,4
##яме,2
танысып,1
1995,4
225,1
www,1
khabar,1
|,5
facebook,1
com,4
Khabar,4
##TV,4
vk,1
twitter,1
Instagram,2
226,1
Прага,1
болмаған,3
жағдайда,5
ко,2
##вид,1
##дыққа,4
##ндар,1
##стыра,3
боламыз,1
227,1
Президентінің,1
атынан,2
мере,1
медаль,5
228,1
727,2
ұялы,2
телефон,5
894,2
##гал,1
кал,2
##ьку,1
##лятор,1
ро,1
##ут,4
моде,1
яғни,4
725,2
зат,7
табылды,4
229,1
өрт,7
арты,4
сенім,5
230,1
макс,1
##лизм,1
құралдарды,1
жеткізуге,2
мақсатқа,1
##тылу,1
білдіреді,1
231,1
Менин,1
##ги,3
##ттi,1
##ұқпалы,3
саналады,4
232,2
##гім,8
әкесі,4
үйіне,2
233,1
Роналду,1
##мада,1
алған,19
234,1
##рат,6
жақта,7
##рында,3
235,1
елде,1
картина,1
негізінен,6
махаббат,1
236,1
##фет,1
##уз,3
237,1
1786,1
Уильям,2
691,2
238,1
##най,5
Александр,2
Македонски,1
өлім,5
##гек,1
сүзе,1
пн,1
##мония,1
пан,2
##кр,2
##роз,1
239,1
##раз,4
##бо,2
05,1
1932,1
06,1
1996,4
медицина,1
ғылымдарының,2
докторы,3
1985,2
профессор,4
1986,1
240,2
##іңіз,8
##йық,9
ам,3
##ерик,4
##алық,4
миллионы,1
доза,1
241,1
крок,1
##оди,1
##пти,3
күрде,2
##лене,4
242,1
құрамы,5
243,1
244,1
##то,9
##хон,2
##дри,2
##еден,1
ұл,8
##лсе,3
беріледі,1
245,1
##сел,2
сан,9
бары,1
##стырып,2
246,1
Бил,1
партиялар,2
аспект,1
##ілерін,1
қатарында,1
құрылысы,2
саласындағы,4
тәжірибесі,1
жобаларды,1
ұйымдастыру,2
##виз,1
##иялық,4
қызметті,2
кадрлар,3
дайындау,3
билік,3
ортақ,1
##татын,1
##намалық,2
органдардың,2
қызметіне,6
саясатын,2
байланыс,3
қатысу,1
247,1
Төменгі,4
##рман,4
##вад,2
248,1
249,1
болмасын,3
250,5
көбінесе,3
би,6
пик,1
##ник,1
##ысқан,4
251,1
##зе,6
##ғамбар,1
иман,2
жандар,4
252,1
Га,4
##ити,1
ойн,4
1974,1
##лігіне,5
253,1
бағасы,2
мүмкіндігі,1
қарастырылған,2
кету,3
254,1
##баева,1
Той,2
##ымды,4
айналысады,2
255,1
Денис,1
шілде,3
қайтыс,3
256,1
беті,4
ду,3
##ара,3
##тарын,3
ұсынған,1
257,1
##лке,2
тарихына,2
жарық,4
258,1
##рган,1
тіршілік,3
жағдайлары,2
бірлігі,3
арқасында,3
асырылады,1
##луы,4
##шілігі,1
259,1
Тіл,2
байланысы,3
талдау,5
тараған,2
казак,2
кост,1
материалдар,1
##нед,2
260,1
Мо,6
##амин,2
##окс,1
##ида,1
##мин,6
био,1
амин,1
##зами,1
тот,3
ката,1
##лиз,2
##дейді,3
261,1
жүргізуші,6
ашуға,1
беріліп,1
дәрігерлер,3
кетуі,3
262,1
Тез,2
##ірек,1
263,1
Әлем,3
##демия,2
қашықтықта,9
формат,1
264,1
##ана,7
##ырылып,5
265,1
##нси,2
округінің,5
266,1
хат,8
жаз,6
##ысу,2
##қап,5
ұстап,4
алуына,1
##пек,2
шешім,1
қабылдады,1
267,1
елдер,3
##әр,9
##кел,4
өткізген,1
268,1
##ебе,3
Жон,1
##герлік,1
##талып,1
орындайды,1
арт,4
##ис,2
269,1
##гин,2
270,1
күнде,4
жазған,2
##ңе,4
271,1
тұлға,3
сама,2
араб,3
тілінен,2
##ада,2
сөзін,12
272,1
жерден,3
барынша,1
##дете,3
метрге,3
273,1
сөздерді,1
оқуға,3
##ули,2
Алла,1
пад,1
##иша,1
##еген,1
##ылды,6
274,1
275,1
##нім,1
##фф,3
##ерен,2
##ация,2
##иг,2
##опол,2
##әсе,3
басу,2
көптеген,6
##аци,1
##лерге,1
##ілуі,3
ұсынады,2
br,1
276,2
Сондықтан,9
әдебиет,2
сүрген,4
##жі,2
тарихы,1
277,1
желтоқсанда,4
Hummer,1
H3,1
Тим,1
##яз,1
бағыт,2
кетіп,16
278,1
##Қ,4
##Ф,1
дека,1
2002,3
279,1
бағдарламасын,2
280,1
банк,3
теңгені,1
курсы,1
тұру,2
281,1
